gene_id,gene_name,gene_type,hgnc_symbol,entrez_id,logFC,logCPM,F,PValue,FDR
ENSG00000177675,CD163 molecule like 1,protein-coding,CD163L1,283316,0.6710886433287666,0.09242915772795071,10.664252108578394,0.0015370246955250296,0.46044229985922025
ENSG00000173391,oxidized low density lipoprotein receptor 1,protein-coding,OLR1,4973,-0.7952507786434109,2.2904901442442345,10.6212315672473,0.0015693551994498867,0.46044229985922025
ENSG00000084734,glucokinase regulator,protein-coding,GCKR,2646,0.8520314574377091,-0.2804135362087948,10.617078343820557,0.0015725133630831764,0.46044229985922025
ENSG00000269942,NA,NA,NA,NA,0.8384053785618573,-2.0460251821943505,10.598857595350873,0.0015864464308517456,0.46044229985922025
ENSG00000259356,NA,NA,NA,NA,-1.0200205438877905,-0.7494879376007808,10.539663083263228,0.001632598119993724,0.46044229985922025
ENSG00000257097,NA,NA,NA,NA,1.0291304594808641,-1.2711983871377661,10.533177684243363,0.0016377381647392803,0.46044229985922025
ENSG00000232973,CYP1B1 antisense RNA 1,ncRNA,CYP1B1-AS1,285154,0.7049376449827884,-0.8779118866678493,10.521437409292679,0.0016470855691966804,0.46044229985922025
ENSG00000203397,NA,NA,NA,NA,0.9580259104007446,-0.9981239053257626,10.508994151163394,0.001657052868883061,0.46044229985922025
ENSG00000226699,NA,NA,NA,NA,0.5757437997033148,-1.063314795573342,10.473150611761385,0.0016861140796183823,0.46044229985922025
ENSG00000251148,NA,NA,NA,NA,1.1846799184548342,-0.34184823946973936,10.468231581799854,0.0016901432301802608,0.46044229985922025
ENSG00000252126,"RNA, U6 small nuclear 313, pseudogene",pseudo,RNU6-313P,106480569,1.434533964186689,-1.4269685561208798,10.46744151985811,0.0016907912923097045,0.46044229985922025
ENSG00000164855,transmembrane protein 184A,protein-coding,TMEM184A,202915,1.0776527828664377,-0.8348007945800175,10.443561560484255,0.0017105009061320095,0.46044229985922025
ENSG00000249014,NA,NA,NA,NA,1.2406306871754127,-0.09158064721220417,10.426700461997877,0.0017245603030038627,0.46044229985922025
ENSG00000246250,NA,NA,NA,NA,0.9928322342900373,-0.781064455613792,10.408901952868149,0.001739530968894027,0.46044229985922025
ENSG00000253357,NA,NA,NA,NA,1.1770491415123583,-1.6009841213939804,10.32898596062238,0.0018084236751609512,0.46044229985922025
ENSG00000232795,ZBED9 pseudogene 1,pseudo,ZBED9P1,100873886,1.2547203262256088,-1.4950465297337905,10.322275566233271,0.001814335341917605,0.46044229985922025
ENSG00000205424,NA,NA,NA,NA,0.7863089451059695,-0.3844131901863478,10.310309031846016,0.0018249271399096156,0.46044229985922025
ENSG00000271959,NA,NA,NA,NA,1.2562747948895867,-0.20326880183851523,10.256865733207269,0.0018730167056743897,0.46044229985922025
ENSG00000253267,DLGAP2 antisense RNA 1,ncRNA,DLGAP2-AS1,100507435,1.2481524068181453,-1.9704861731726269,10.187915094652077,0.001937002432388073,0.46044229985922025
ENSG00000270909,NA,NA,NA,NA,1.4503815794924955,-1.698271872026285,10.186931087565489,0.0019379317652910841,0.46044229985922025
ENSG00000213997,NA,NA,NA,NA,1.0166733475086855,0.7291395414523156,10.180761806705606,0.0019437687782489644,0.46044229985922025
ENSG00000172014,NA,NA,NA,NA,0.9651076374851281,1.54390618996201,10.174985038670917,0.001949250897828346,0.46044229985922025
ENSG00000239923,"RNA, 7SL, cytoplasmic 864, pseudogene",pseudo,RN7SL864P,106479536,1.499134356079824,-1.554272056581222,10.150613363414664,0.0019725560524125677,0.46044229985922025
ENSG00000235888,NA,NA,NA,NA,0.7167121739361947,-0.7665893846559103,10.150195881637606,0.001972957765202684,0.46044229985922025
ENSG00000260411,NA,NA,NA,NA,0.9202947479283007,1.3966575730921242,10.132291230169148,0.0019902659758792352,0.46044229985922025
ENSG00000248637,NA,NA,NA,NA,1.1644956956061876,-1.4384725449902442,10.126015708895928,0.001996369539749972,0.46044229985922025
ENSG00000205885,C1RL antisense RNA 1,ncRNA,C1RL-AS1,283314,0.5940728054006564,0.8328056717426232,10.12248104632028,0.001999815865384594,0.46044229985922025
ENSG00000262902,MT-CO1 pseudogene 40,pseudo,MTCO1P40,107075172,-1.642176473872827,2.2950616117802545,10.120005274544855,0.002002233426538683,0.46044229985922025
ENSG00000152595,matrix extracellular phosphoglycoprotein,protein-coding,MEPE,56955,-2.330486802205808,0.016483822827799838,10.116341180331066,0.0020058169173082377,0.46044229985922025
ENSG00000239183,"small nucleolar RNA, H/ACA box 84",snoRNA,SNORA84,100124534,1.1295430832495825,-1.7829449666568107,10.10655725160101,0.0020154181501658435,0.46044229985922025
ENSG00000247679,NA,NA,NA,NA,0.30592303795949777,2.3121864454760233,10.094991217206786,0.0020268295349149036,0.46044229985922025
ENSG00000114378,hyaluronidase 1,protein-coding,HYAL1,3373,0.45747246948318154,2.855304431213702,10.060434248504537,0.0020613241471762606,0.46044229985922025
ENSG00000243197,tumor suppressor candidate 7,ncRNA,TUSC7,285194,0.959703366904051,0.44890726169032924,10.009559902557696,0.0021132152785125332,0.46044229985922025
ENSG00000259516,acidic nuclear phosphoprotein 32 family member A pseudogene 1,pseudo,ANP32AP1,723972,0.8514454826425996,-0.33186408665985545,9.961352421637065,0.002163633362815923,0.46044229985922025
ENSG00000159403,complement C1r,protein-coding,C1R,715,0.8340123985012688,3.588440125777141,9.946578214019155,0.0021793328845578917,0.46044229985922025
ENSG00000229014,ribosomal protein L30 pseudogene 13,pseudo,RPL30P13,100271305,1.3181687855017898,-1.4837009308609073,9.925040867001108,0.0022024305132409554,0.46044229985922025
ENSG00000130508,peroxidasin,protein-coding,PXDN,7837,0.7655835950467157,3.7091753860505734,9.913278095810362,0.002215152214881911,0.46044229985922025
ENSG00000254160,NA,NA,NA,NA,1.379177349039917,-1.0940692470687126,9.883399298759617,0.0022478097306555924,0.46044229985922025
ENSG00000244945,RUFY1 antisense RNA 1,ncRNA,RUFY1-AS1,101928445,0.5975985833288151,-0.3044291299411601,9.863819522761121,0.002269480204892201,0.46044229985922025
ENSG00000270809,NA,NA,NA,NA,1.0297874878243722,-0.9343765318384403,9.832708639258707,0.0023043586589347846,0.46044229985922025
ENSG00000144681,SH3 and cysteine rich domain,protein-coding,STAC,6769,-0.7756671244785562,1.725759412122589,9.806944018522602,0.002333663051863825,0.46044229985922025
ENSG00000263818,RDM1 pseudogene 5,pseudo,RDM1P5,100131347,0.5505245972463694,-0.5367754187975023,9.752655138868272,0.0023966797424213207,0.46044229985922025
ENSG00000205362,metallothionein 1A,protein-coding,MT1A,4489,1.7547786919316357,-1.076963106727627,9.751721093784322,0.002397779228432737,0.46044229985922025
ENSG00000150893,FRAS1 related extracellular matrix 2,protein-coding,FREM2,341640,-0.9494986823191074,1.9433074469435934,9.748782740059479,0.0024012414372109447,0.46044229985922025
ENSG00000135406,peripherin,protein-coding,PRPH,5630,1.4070691774502926,-1.2602606547928357,9.747428835007462,0.0024028384594667325,0.46044229985922025
ENSG00000179021,chromosome 3 open reading frame 38,protein-coding,C3orf38,285237,-0.25830602024465454,3.2735078499431927,9.709089734027446,0.0024485212401201134,0.46044229985922025
ENSG00000235494,NA,NA,NA,NA,0.9522109988341039,-0.5191456129439365,9.70040685840178,0.0024589915411990884,0.46044229985922025
ENSG00000266145,ras homolog family member T1 pseudogene 1,pseudo,RHOT1P1,100462813,0.8716767639415441,1.3274569904678504,9.70028497671321,0.002459138842333534,0.46044229985922025
ENSG00000234219,NA,NA,NA,NA,0.9323936716343008,-1.1392626710799285,9.687368079191467,0.0024748015492198606,0.46044229985922025
ENSG00000217075,NA,NA,NA,NA,0.7983367087813612,-1.8448030657736834,9.673618473690134,0.0024915874596475175,0.46044229985922025
ENSG00000221519,NA,NA,NA,NA,0.9957976224044567,-1.0340420404904915,9.66907956226357,0.002497154525939419,0.46044229985922025
ENSG00000196138,NA,NA,NA,NA,0.9932912886958011,-1.2676884771451973,9.668589791392915,0.002497756008802843,0.46044229985922025
ENSG00000273064,NA,NA,NA,NA,0.7477837020850657,-0.776986713088662,9.64442053662911,0.002527625090869619,0.46044229985922025
ENSG00000185020,NA,NA,NA,NA,0.6277612637460566,-0.4973416278176516,9.627175160059197,0.002549163259432111,0.46044229985922025
ENSG00000262147,NA,NA,NA,NA,0.9141850764201532,-1.5021923272886477,9.62238615370228,0.0025551780024040765,0.46044229985922025
ENSG00000250933,NA,NA,NA,NA,1.1171444973081168,0.5415294710100687,9.614678072613705,0.0025648898189168014,0.46044229985922025
ENSG00000254554,NA,NA,NA,NA,0.8526283829858764,-1.7858004295363579,9.608997992533372,0.0025720708966581796,0.46044229985922025
ENSG00000243297,ribosomal protein L31 pseudogene 61,pseudo,RPL31P61,100271487,0.8242250198399138,-0.8265917438323596,9.561903411880529,0.0026324180828444944,0.46044229985922025
ENSG00000267801,NA,NA,NA,NA,0.9442914840662932,-1.0095343868278543,9.519722755893643,0.0026877128080618836,0.46044229985922025
ENSG00000267149,NA,NA,NA,NA,1.1065005797141725,-1.7152181319957496,9.516712939714909,0.002691704062528844,0.46044229985922025
ENSG00000264222,NA,NA,NA,NA,1.1279123716841364,-1.433455570950479,9.499501542086074,0.0027146459159810583,0.46044229985922025
ENSG00000235020,NA,NA,NA,NA,1.1276216182393015,-0.042597580660670625,9.485104557969596,0.002733991779573821,0.46044229985922025
ENSG00000180758,G protein-coupled receptor 157,protein-coding,GPR157,80045,0.4241757042373082,0.5127981591470084,9.449373348131216,0.0027826246509673725,0.46044229985922025
ENSG00000203987,uncharacterized LOC100133077,ncRNA,LOC100133077,100133077,0.8616772398512715,1.078895818389824,9.44821929758142,0.0027842102520430397,0.46044229985922025
ENSG00000199161,microRNA 126,ncRNA,MIR126,406913,1.4311229970898727,-2.1607447610075092,9.446216708369683,0.002786963918583609,0.46044229985922025
ENSG00000222810,"RNA, U2 small nuclear 68, pseudogene",pseudo,RNU2-68P,106481962,1.0400687947792184,-1.601461298188045,9.44471212096549,0.002789034661435646,0.46044229985922025
ENSG00000242229,RPS3A pseudogene 14,pseudo,RPS3AP14,729150,1.086026889109924,-0.4876844651419179,9.402933467992263,0.002847174943177651,0.46044229985922025
ENSG00000142733,mitogen-activated protein kinase kinase kinase 6,protein-coding,MAP3K6,9064,0.7538922850211971,4.3326027896585275,9.384162020074278,0.002873705078904567,0.46044229985922025
ENSG00000207251,"RNA, U6 small nuclear 342, pseudogene",pseudo,RNU6-342P,106479718,1.2346648548400718,-1.9625993237694317,9.37399627176996,0.002888179312439968,0.46044229985922025
ENSG00000254607,uncharacterized LOC101929427,ncRNA,LOC101929427,101929427,0.9215422294443673,-1.3859217122333796,9.370306795582737,0.0028934511319463297,0.46044229985922025
ENSG00000253640,NA,NA,NA,NA,0.8449183128494894,1.4556997331061785,9.367398002295921,0.0028976144744742973,0.46044229985922025
ENSG00000259181,NA,NA,NA,NA,0.7989822345277634,-0.5666207153530722,9.36477960340991,0.0029013674829342206,0.46044229985922025
ENSG00000254187,NA,NA,NA,NA,1.1441154489509182,-0.7751610721171155,9.344932112718737,0.002929979543996245,0.46044229985922025
ENSG00000122254,heparan sulfate-glucosamine 3-sulfotransferase 2,protein-coding,HS3ST2,9956,1.3994046327263292,1.4163266681770517,9.32048575453576,0.002965623443941414,0.46044229985922025
ENSG00000240240,NA,NA,NA,NA,0.8200279728135035,0.48676838870156364,9.313707598635254,0.002975585616984128,0.46044229985922025
ENSG00000231340,NA,NA,NA,NA,0.37834795720339,0.5456373652045138,9.291707001405742,0.003008160450568669,0.46044229985922025
ENSG00000224348,ribosomal protein L36 pseudogene 6,pseudo,RPL36P6,100271008,1.3304960355549729,0.5142404126043227,9.273653787693975,0.003035166494381746,0.46044229985922025
ENSG00000260780,NA,NA,NA,NA,0.8021284993776167,-1.606068553189268,9.244457220855521,0.003079374795759349,0.46044229985922025
ENSG00000212743,NA,NA,NA,NA,0.5922282408331493,0.2769658990992397,9.223509745827013,0.0031115032476619906,0.46044229985922025
ENSG00000271344,NA,NA,NA,NA,0.6747820285347654,1.186615923904893,9.222360003988907,0.003113276700861222,0.46044229985922025
ENSG00000168060,N-acetylated alpha-linked acidic dipeptidase like 1,protein-coding,"NAALADL1",10004,0.38466509181340836,0.33445741495004094,9.215168804057113,0.003124392764402339,0.46044229985922025
ENSG00000237986,CELF2 antisense RNA 2,ncRNA,CELF2-AS2,439950,1.0549225107481262,-0.2753416599522438,9.205097877794453,0.0031400294350371993,0.46044229985922025
ENSG00000167617,CDC42 effector protein 5,protein-coding,CDC42EP5,148170,0.8629961768181693,-0.920628750962744,9.203904608277398,0.0031418875356214156,0.46044229985922025
ENSG00000198682,3'-phosphoadenosine 5'-phosphosulfate synthase 2,protein-coding,PAPSS2,9060,0.49831533136789347,3.0655139634181023,9.197408175919291,0.003152023463532678,0.46044229985922025
ENSG00000269924,NA,NA,NA,NA,0.8749582029699089,-1.1172795753358256,9.183866975432121,0.003173259907343425,0.46044229985922025
ENSG00000014257,acid phosphatase 3,protein-coding,ACP3,55,-1.2817269916100196,-0.5591876667753897,9.182271959487467,0.0031757710859565123,0.46044229985922025
ENSG00000106100,nucleotide binding oligomerization domain containing 1,protein-coding,NOD1,10392,0.5678322615218673,2.1526748751682256,9.180423744410795,0.0031786834744644368,0.46044229985922025
ENSG00000201289,RN7SK pseudogene 76,pseudo,RN7SKP76,106481808,1.2742869012156968,-0.41203915707776495,9.13585317883804,0.003249761584347062,0.46044229985922025
ENSG00000115514,thioredoxin domain containing 9,protein-coding,TXNDC9,10190,-0.24573393191949947,2.2880717228323375,9.116102726312322,0.003281782971419433,0.46044229985922025
ENSG00000239486,NA,NA,NA,NA,0.7139318520745686,0.05163284333112292,9.108753086955529,0.003293782256559638,0.46044229985922025
ENSG00000213865,NA,NA,NA,NA,0.32641390424613115,1.9064873105023996,9.10490080009917,0.0033000897908563673,0.46044229985922025
ENSG00000240048,NA,NA,NA,NA,1.0697803466110702,1.788695203179366,9.09975520959563,0.003308534446177779,0.46044229985922025
ENSG00000206702,NA,NA,NA,NA,1.3762593535889291,-1.4539597283898378,9.098462553743806,0.0033106593981906823,0.46044229985922025
ENSG00000223922,argininosuccinate synthetase 1 pseudogene 2,pseudo,ASS1P2,447,0.7812256686569882,0.26910206161975103,9.088901844331662,0.003326419898738153,0.46044229985922025
ENSG00000102265,TIMP metallopeptidase inhibitor 1,protein-coding,TIMP1,7076,0.855766620987351,3.8762793880259547,9.08499601653723,0.0033328808747483322,0.46044229985922025
ENSG00000241400,ribosomal protein L31 pseudogene 21,pseudo,RPL31P21,100270988,1.1098990734615872,-1.8035549992326265,9.08206189853194,0.0033377430135302947,0.46044229985922025
ENSG00000265282,NA,NA,NA,NA,1.0748843042583796,-0.9447771074917215,9.073864545801593,0.0033513658771629094,0.46044229985922025
ENSG00000187800,platelet endothelial aggregation receptor 1,protein-coding,PEAR1,375033,0.4216913379823308,3.887552851242477,9.05431707226011,0.0033840841250169494,0.46044229985922025
ENSG00000273308,NA,NA,NA,NA,0.53760715636334,-0.9390927249344223,9.051077036132513,0.0033895391491215307,0.46044229985922025
ENSG00000232642,NA,NA,NA,NA,0.7212038642514073,-1.609317635939693,9.012476272900203,0.003455234172821097,0.46044229985922025
ENSG00000198768,APC down-regulated 1 like,protein-coding,APCDD1L,164284,0.7490690919080732,-0.7190830942554465,9.003938585702446,0.0034699419616127268,0.46044229985922025
ENSG00000227028,SLC8A1 antisense RNA 1,ncRNA,SLC8A1-AS1,100128590,0.9370371781501408,1.056787137941396,8.999565651229323,0.003477500290384368,0.46044229985922025
ENSG00000180385,NA,NA,NA,NA,0.443192823883703,2.9424659837519154,8.973739926421253,0.0035224877481802356,0.46044229985922025
ENSG00000200164,NA,NA,NA,NA,1.1760220830786519,-1.5745701946766544,8.960783011675142,0.0035452850819922385,0.46044229985922025
ENSG00000061273,histone deacetylase 7,protein-coding,HDAC7,51564,0.38068096990317934,5.8249887765606605,8.94501526437614,0.0035732344870070096,0.46044229985922025
ENSG00000170790,olfactory receptor family 10 subfamily A member 2,protein-coding,OR10A2,341276,0.9956577632454772,-0.97857998911066,8.935790042336242,0.0035896926530378497,0.46044229985922025
ENSG00000125657,TNF superfamily member 9,protein-coding,TNFSF9,8744,-0.4904868886924302,0.6064410537275143,8.924081155374482,0.0036106950294881508,0.46044229985922025
ENSG00000262686,GLIS2 antisense RNA 1,ncRNA,GLIS2-AS1,101926896,0.485008968945408,-0.24416687504937423,8.915410935959764,0.0036263289824940317,0.46044229985922025
